CodicePratica;DenominazioneSito;Indirizzo;X_gb;Y_gb;MUNICIPIO;ID_NIL;NIL;Y_wgs84;X_wgs84;Location
151469408;Area ex Arrigo Pini Spa;Via Bernardino Verro, 21;1514912;5031944;5;37;MORIVIONE;45.44000917;9.19065882;(45.44000917, 9.19065882)
151469249;Sversamento e bonifica cantiere;Via Elembardo, 7;1517300;5039119;2;16;GORLA - PRECOTTO;45.50453946;9.22143925;(45.50453946, 9.22143925)
151469465;Area di proprietà della Soc. Tregi Union Spa;Via Magolfa, 32/34;1513614;5032931;6;44;PORTA TICINESE - CONCHETTA;45.44892588;9.17409154;(45.44892588, 9.17409154)
1514610098;"Bonifica rimozione serbatoi presso Deposito ATM ""Precotto""";Via Anassagora, 11;1518182;5040553;2;16;GORLA - PRECOTTO;45.51742079;9.23278394;(45.51742079, 9.23278394)
1514610180;Bonifica area ex P.V. Total Erg Via Cassinis;Via Cassinis, 26;1518204;5031382;4;35;LODI - CORVETTO;45.4348757;9.2327291;(45.4348757, 9.2327291)
151469972;Bonifica sito EXPO 2015 - Areali 8A e 8B;N/D;1508356;5040582;8;73;CASCINA MERLATA;45.51787201;9.10698186;(45.51787201, 9.10698186)
151469747;Bonifica area ex Fosfantartiglio L.E.I. S.p.A.;Via dei Fontanili, 32;1515070;5031870;5;37;MORIVIONE;45.43934304;9.19267214;(45.43934304, 9.19267214)
151469452;PV Esso Srl n. 0172;Via Gallarate, 392;1508347;5039067;8;65;Q.RE GALLARATESE - Q.RE SAN LEONARDO - LAMPUGNANO;45.50423558;9.10684493;(45.50423558, 9.10684493)
151469409;P.V. Esso Italiana Spa n. 2137;Via Lorenteggio, 272;1509143;5032282;6;49;GIAMBELLINO;45.4431534;9.11689964;(45.4431534, 9.11689964)
151469780;Bonifica area Cerniera - Fiera Milano;Largo Domodossola, 1;1512047;5036223;8;59;TRE TORRI;45.47857986;9.15413735;(45.47857986, 9.15413735)
151469421;Area Edil Certosa Srl;Viale Certosa, 308;1509604;5038966;8;72;MAGGIORE - MUSOCCO - CERTOSA;45.5033047;9.12292625;(45.5033047, 9.12292625)
151470007;Bonifica area di proprietà Impresa Costruzioni DOFAMA s.r.l.,;Via Bormio / Via Idro;1520354;5040516;2;17;ADRIANO;45.5170295;9.26059569;(45.5170295, 9.26059569)
151469844;Area P.I.I. Santa Giulia - Area Nord -;Via Bonfadini;1519664;5031991;4;30;TALIEDO - MORSENCHIO - Q.RE FORLANINI;45.44031975;9.25141691;(45.44031975, 9.25141691)
151469046;Area La Piazza Ex Patterson ed ex Mensa (Pirelli Bicocca);N/D;1516589;5040225;9;15;BICOCCA;45.51450572;9.21238403;(45.51450572, 9.21238403)
151469431;PV Q8 1223 ex PV Shell Italia Spa n. 49344;Via Santa Rita da Cascia, 2;1511607;5032103;6;48;RONCHETTO SUL NAVIGLIO - Q.RE LODOVICO IL MORO;45.44150172;9.14840497;(45.44150172, 9.14840497)
151469176;Sito ILLVA Spa;Via Vincenzo da Seregno, 47;1513749;5041178;9;83;BRUZZANO;45.5231451;9.17604439;(45.5231451, 9.17604439)
151469024;C.R.R.F. (supporto U.O. Rifiuti);N/D;1514609;5034696;1;1;DUOMO;45.46478419;9.18686313;(45.46478419, 9.18686313)
151469885;Bonifica P.V. AGIP - cod. az. 52078;Corso Sempione - ang. Via Ferrucci, 35;1512958;5036335;8;68;PAGANO;45.47957143;9.16579116;(45.47957143, 9.16579116)
151469477;PII Garibaldi Repubblica - Bonifica area sottostazione elettrica AEM/ATM MM2 Gioia;N/D;1514609;5034696;1;1;DUOMO;45.46478419;9.18686313;(45.46478419, 9.18686313)
151469865;Area Fondazione IRCCS Cà Granda -Ospedale Maggiore Policlinico - Riqualificazione intera area lotto 1B;N/D;1515501;5033838;1;4;GUASTALLA;45.45704361;9.19824324;(45.45704361, 9.19824324)
151460106;Area RCS;Via Scarsellini, 17;1513529;5039711;9;80;AFFORI;45.50995096;9.17319527;(45.50995096, 9.17319527)
151469276;Perdita di gasolio da serbatoio interrato c/o Condominio;Via Lorenteggio, 30;1511471;5033351;6;49;GIAMBELLINO;45.45273819;9.14669826;(45.45273819, 9.14669826)
151469206;Area condomini via Frà Cristoforo;Via Frà Cristoforo, 8/12;1513488;5031299;5;42;STADERA - CHIESA ROSSA - Q.RE TORRETTA - CONCA FALLATA;45.43423489;9.17243933;(45.43423489, 9.17243933)
151469270;Ex Area Poli Industria Chimica;Via Agrippa, 1;1514447;5031202;5;42;STADERA - CHIESA ROSSA - Q.RE TORRETTA - CONCA FALLATA;45.43333996;9.18468467;(45.43333996, 9.18468467)
151469460;Area comunale;Largo Giambellino, 129;1510780;5032491;6;49;GIAMBELLINO;45.44501414;9.1378342;(45.44501414, 9.1378342)
151469658;Bonifica area di proprietà Artaius srl;Via Valsugana, 3;1516556;5032276;5;36;SCALO ROMANA;45.44296487;9.21168583;(45.44296487, 9.21168583)
151469006;PRU Pompeo Leoni/Pietrasanta - Autoparco;Via Pompeo Leoni, 2 e Viale Toscana, 28;1514979;5032498;5;37;MORIVIONE;45.44499963;9.19153199;(45.44499963, 9.19153199)
1514610006;ditta broggi egidio snc;Via Gentilino, 13/A;1514228;5032932;5;6;PORTA TICINESE - CONCA DEL NAVIGLIO;45.44891579;9.18194512;(45.44891579, 9.18194512)
151469558;Area ex Alpha Color S.p.a.;Via Valtellina, 48;1514340;5037862;9;11;ISOLA;45.49329514;9.18351111;(45.49329514, 9.18351111)
151469680;Area di Via Flumendosa;Via Flumendosa, 22;1519242;5039051;3;18;CIMIANO - ROTTOLE - Q.RE FELTRE;45.50387607;9.246298;(45.50387607, 9.246298)
151469138;Area Aler;Via Neera, 11;1513847;5031126;5;42;STADERA - CHIESA ROSSA - Q.RE TORRETTA - CONCA FALLATA;45.43266753;9.1770247;(45.43266753, 9.1770247)
151469674;Bonifica area cortilizia del Museo della Scienza;Via San Vittore, 21;1513386;5034280;1;7;MAGENTA - S. VITTORE;45.46106468;9.17120852;(45.46106468, 9.17120852)
1514610131;AXA ASSICURAZIONI SPA;Piazzale BIANCAMANO, 8;1514250;5036167;1;2;BRERA;45.47803374;9.18231685;(45.47803374, 9.18231685)
151469325;Ex Orditura De Micheli - Monitoraggio Post Bonifica;Via Ornato, 110;1515020;5040757;9;14;NIGUARDA - CA' GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI;45.51933192;9.19230237;(45.51933192, 9.19230237)
151469377;Area Via Malipiero (proprietà MEI S.r.l.) Art.13;Via Malipiero, 18;1519148;5033343;4;30;TALIEDO - MORSENCHIO - Q.RE FORLANINI;45.4524966;9.24487233;(45.4524966, 9.24487233)
150020016;Bonifica area serbatoio presso stabile;Via Ippodromo, 134;1508836;5036897;7;60;STADIO - IPPODROMI;45.48469684;9.11306042;(45.48469684, 9.11306042)
1514610185;Bonifica areaCascina Martesana di Via Bertelli;Via Bertelli, 44;1517936;5038917;2;19;PADOVA - TURRO - CRESCENZAGO;45.50270249;9.22957286;(45.50270249, 9.22957286)
151469875;Area di proprietà comunale;Via Rizzoli;1519762;5039373;3;18;CIMIANO - ROTTOLE - Q.RE FELTRE;45.50675813;9.25296604;(45.50675813, 9.25296604)
1514610277;BONIFICA AREA IMMOBILIARE TRE BI S.p.A. - nuovo procedimento;Via Bisceglie, 102-104;1509381;5032680;6;53;LORENTEGGIO;45.44673303;9.11995449;(45.44673303, 9.11995449)
1514610093;Bonifica area ex cartiere Saffa di proprietà BMW Milano s.r.l.;Via dei Missaglia, 89/A;1513810;5029014;5;41;GRATOSOGLIO - Q.RE MISSAGLIA - Q.RE TERRAZZE;45.41366478;9.17649188;(45.41366478, 9.17649188)
151469888;Area Condominio;Via  Costanza, 41;1511771;5034105;7;51;PORTA MAGENTA;45.45952619;9.15055052;(45.45952619, 9.15055052)
1514610181;Areadi Via Varese;Via Varese , 10;1514485;5036327;1;2;BRERA;45.47947235;9.18532552;(45.47947235, 9.18532552)
151469629;Bonifica area ex Autolavaggio Porta Srl;Via Riva di Trento, 16;1516735;5031661;5;36;SCALO ROMANA;45.43742621;9.21395894;(45.43742621, 9.21395894)
151469310;Programma Riqualificaz. Urbana P.R.U. - Rubattino 87;Via Rubattino/Pitteri;1520198;5036401;3;23;LAMBRATE - ORTICA;45.47999325;9.2584223;(45.47999325, 9.2584223)
151469850;Area di Via Savona;Via Savona, 25;1513050;5033495;6;50;PORTA GENOVA;45.45401032;9.16688973;(45.45401032, 9.16688973)
151469895;Area di Via Domenico Berra;Via Domenico Berra, 8;1519401;5039502;2;19;PADOVA - TURRO - CRESCENZAGO;45.50792868;9.24834833;(45.50792868, 9.24834833)
1514610246;BONIFICA AREA ESTERNA AL P.V. ENI MUGGIANO EST (proprietà Muggiana s.r.l.);Tangenziale Ovest A50;1505917;5032526;7;87;ASSIANO;45.44538011;9.07565668;(45.44538011, 9.07565668)
1514610370;BONIFICA AREA EX MAGAZZINO DI VIA MARTIRI OSCURI;Via Martiri Oscuri, 29;1516860;5037953;2;20;LORETO - CASORETTO - NOLO;45.49405277;9.21577336;(45.49405277, 9.21577336)
151469750;Bonifica area di proprietà dei Sig.ri Moraschina;Via Alzaia Naviglio Grande, 108;1512547;5032886;6;44;PORTA TICINESE - CONCHETTA;45.44853316;9.16044193;(45.44853316, 9.16044193)
151469644;Area di proprietà Rutilia Srl;Via Gluck 44 e Via Sammartini 59;1516378;5037848;2;10;STAZIONE CENTRALE - PONTE SEVESO;45.49311728;9.20959387;(45.49311728, 9.20959387)
1514610305;BONIFICA AREA PV EURFUEL SRL;Via Bovisasca, 201;1512081;5040571;9;81;BOVISASCA;45.51771412;9.15466893;(45.51771412, 9.15466893)
151469359;Area dismessa di proprietà della Soc. Serim Spa;Via Maestri Campionesi, 6;1516737;5033740;4;26;XXII MARZO;45.45613541;9.21405359;(45.45613541, 9.21405359)
151469214;Area via Cavriana, 19;Via Cavriana, 19;1518889;5034806;4;24;PARCO FORLANINI - CAVRIANO;45.46567416;9.24161858;(45.46567416, 9.24161858)
151469390;Ex area industriale di proprietà della società condomini San Paolo SRL;Via Famagosta, 59;1512838;5031605;6;46;BARONA;45.437;9.164127;(45.437, 9.164127)
151469142;Area sita in località Cascina Merlata;Via Gallarate, 410;1508178;5039368;8;72;MAGGIORE - MUSOCCO - CERTOSA;45.50694586;9.10468119;(45.50694586, 9.10468119)
1514610301;Bonifica sito F.lli Moncini srl;Via Bagarotti, 5;1507592;5033732;7;55;BAGGIO - Q.RE DEGLI OLMI - Q.RE VALSESIA;45.45622281;9.09710112;(45.45622281, 9.09710112)
151469733;Bonifica area industriale dismessa di proprietà MIR IMMOBILIARE s.r.l.;Via Privata Chieti, 9/1;1512973;5037021;8;69;SARPI;45.48574824;9.16600678;(45.48574824, 9.16600678)
151469292;Area sita in Via Amoretti;Via Amoretti, 80;1511400;5040738;9;81;BOVISASCA;45.5192344;9.14595726;(45.5192344, 9.14595726)
151469812;Area ex Officina Auto;Via Umbria , 98;1517061;5033824;4;28;UMBRIA - MOLISE - CALVAIRATE;45.4568842;9.21820273;(45.4568842, 9.21820273)
151469736;Bonifica area di proprietà IRIS s.r.l. Piano particolareggiato Famagosta-Maggi-Palatucci;Via del Mare;1513195;5031331;6;46;BARONA;45.43452621;9.16868589;(45.43452621, 9.16868589)
1514610136;VIA TADINO 44;VIA TADINO , 44;1516476;5036442;3;21;BUENOS AIRES - PORTA VENEZIA - PORTA MONFORTE;45.48046232;9.21080147;(45.48046232, 9.21080147)
151469649;Area ex FERRARIS;Via Semplicità, 6;1514007;5039443;9;80;AFFORI;45.50752646;9.1793049;(45.50752646, 9.1793049)
151469859;BONIFICA AREADI VIA PROCACCINI, 17 ANGOLO VIA ALEARDI;Via Procaccini, 17 angolo Via Aleardi;1513533;5036699;8;69;SARPI;45.48283868;9.17315543;(45.48283868, 9.17315543)
1514610241;Area ex Punto Vendita (proprietà Foppiani di Foppiani Marco & C.);Via Vespri Siciliani, 70;1511425;5033201;6;49;GIAMBELLINO;45.45139029;9.14610502;(45.45139029, 9.14610502)
151460057;"Istituto Sieroterapico MilaneseFallimento ""area discarica""";Via Giovanni Segantini;1513448;5032552;6;44;PORTA TICINESE - CONCHETTA;45.44551837;9.17196293;(45.44551837, 9.17196293)
151469999;Area Corso Garibaldi 95 mappale 475, foglio 348;Corso Garibaldi, 95;1514423;5035942;1;2;BRERA;45.47600896;9.18452596;(45.47600896, 9.18452596)
151469200;Area ex Riva Calzoni;Via Solari, Piazza del Rosario, Bergognone;1512695;5033470;6;50;PORTA GENOVA;45.4537945;9.16234685;(45.4537945, 9.16234685)
1514610073;Bonifica area Borgo Cascina Conti;Via Carlo Conti, 18;1516731;5038681;2;13;GRECO - SEGNANO;45.50061003;9.21414671;(45.50061003, 9.21414671)
151469735;Bonifica area P.I.I. Via Delfico - Subarea A3;Via Delfico, 52;1512961;5037887;8;70;GHISOLFA;45.49354588;9.16587622;(45.49354588, 9.16587622)
151469188;Ex area industriale F.M.C.;Via Pitteri, 8;1519637;5035658;3;23;LAMBRATE - ORTICA;45.47332712;9.25121475;(45.47332712, 9.25121475)
151469847;Area serbatoi interrati c/o condominio;Via A. Sforza, 63;1513861;5032440;5;6;PORTA TICINESE - CONCA DEL NAVIGLIO;45.44449347;9.17723789;(45.44449347, 9.17723789)
151469479;Area ex PV Kuwait Petroleum Italia Spa n. 1089;Largo V Alpini;1513048;5035423;1;7;MAGENTA - S. VITTORE;45.47136169;9.1669133;(45.47136169, 9.1669133)
151469183;Area di via Deruta;Via Deruta, 19;1518772;5037831;3;18;CIMIANO - ROTTOLE - Q.RE FELTRE;45.49290218;9.24023989;(45.49290218, 9.24023989)
151469400;Area Blu Note srl;Via Montevideo, 11;1512903;5033778;6;50;PORTA GENOVA;45.45656241;9.16502472;(45.45656241, 9.16502472)
151469873;Bonifica P.V. Esso n. 341-105215;Via Galvani, 18;1515553;5037057;9;9;PORTA GARIBALDI - PORTA NUOVA;45.48601963;9.19901951;(45.48601963, 9.19901951)
151469069;AREA CANTIERE VIA SERIO;Via Serio, 21;1515852;5032052;5;36;SCALO ROMANA;45.44096407;9.20267354;(45.44096407, 9.20267354)
151469569;Serbatoio Interrato ubicato c/o il condominio;Corso Lodi, 83;1517034;5032269;4;35;LODI - CORVETTO;45.44288865;9.21780404;(45.44288865, 9.21780404)
151469116;Ex area industriale Marizia srl;Via Morimondo, 17;1511895;5032361;6;45;MONCUCCO - SAN CRISTOFORO;45.44381959;9.15209626;(45.44381959, 9.15209626)
151469326;Area ex Inverni della Beffa - Monitoraggio Post Bonifica;Via Ripamonti, 99;1515955;5030168;5;38;VIGENTINO - Q.RE FATIMA;45.42400214;9.20393637;(45.42400214, 9.20393637)
151469004;Rimozione serbatoi distributore ex API;Via Bassini, 35;1518365;5036413;3;22;CITTA' STUDI;45.48015227;9.23497217;(45.48015227, 9.23497217)
151469392;P.V. Kuwait Spa;Via Mecenate, 105;1519821;5032971;4;30;TALIEDO - MORSENCHIO - Q.RE FORLANINI;45.44913108;9.25346002;(45.44913108, 9.25346002)
151469977;Linea 4 della Metropolitana di Milano - Manufatto Forlanini 2;Manufatto Forlanini 2;1520661;5034344;4;31;MONLUE' - PONTE LAMBRO;45.46146625;9.26426565;(45.46146625, 9.26426565)
151460124;Area ex Pirelli;Via Caviglia, 3;1518101;5032191;4;35;LODI - CORVETTO;45.4421573;9.23144241;(45.4421573, 9.23144241)
151469648;Area ex De Nora;Via dei Canzi;1518940;5036136;3;23;LAMBRATE - ORTICA;45.47764337;9.24231608;(45.47764337, 9.24231608)
151469405;P.V. Kuwait Petroleum Italia Spa;Via Sandro Pertini (ex Via Parri);1505780;5033700;7;87;ASSIANO;45.45595437;9.07392049;(45.45595437, 9.07392049)
151469822;Area Autofficina;Via Panfilo Nuvolone, 5 ang. Via Varesina;1511237;5038376;8;71;VILLAPIZZONE - CAGNOLA - BOLDINASCO;45.49796997;9.14381888;(45.49796997, 9.14381888)
1514610092;Bonifica area ex Procol s.r.l.;Via Strambio, 30;1518292;5035566;3;22;CITTA' STUDI;45.47253649;9.23400161;(45.47253649, 9.23400161)
1514610019;Bonifica area DOMPE' FARMACEUTICI;Via San Martino  , 12/12A;1514609;5034696;1;1;DUOMO;45.46478419;9.18686313;(45.46478419, 9.18686313)
151469226;Area Amsa - termoutilizzatore;Via Zama, 31/33;1518595;5032924;4;30;TALIEDO - MORSENCHIO - Q.RE FORLANINI;45.44874393;9.23778886;(45.44874393, 9.23778886)
151469958;Bonifica area compresa tra Via degli Olivetani, Via G.B. Vico, Via Bosso, P.zza Filangeri;Via degli Olivetani, Via G.B. Vico, Via Bosso, P.zza Filangeri;1513213;5034217;1;7;MAGENTA - S. VITTORE;45.46050639;9.16899382;(45.46050639, 9.16899382)
151469407;Area industriale Ditta Mivar;Via Nicotera, 9;1513640;5039689;9;80;AFFORI;45.50974527;9.17460752;(45.50974527, 9.17460752)
151469394;"Area PortelloNuovo Collegamento Stradale ""Gattamelata""";N/D;1511654;5037014;8;67;PORTELLO;45.48570789;9.14912709;(45.48570789, 9.14912709)
151460069;Ex Sgeaarea Bocconi;Viale Bligny;1514756;5033039;5;5;PORTA VIGENTINA - PORTA LODOVICA;45.44987537;9.18869928;(45.44987537, 9.18869928)
151469262;Area ex distributore Agip;Via Chiesa Rossa, 175;1513059;5029723;5;41;GRATOSOGLIO - Q.RE MISSAGLIA - Q.RE TERRAZZE;45.42005721;9.16691048;(45.42005721, 9.16691048)
1514610102;Bonifica area di proprietà Ediluna s.r.l.;Via Ugoni, 15;1513374;5038608;9;77;BOVISA;45.5000263;9.17116912;(45.5000263, 9.17116912)
151469352;Area Soc. Piccardino Srl - ART. 13;Via Columella, 16;1517763;5040110;2;16;GORLA - PRECOTTO;45.51344195;9.22740939;(45.51344195, 9.22740939)
151460012;PRU Palizzi - area Finalube;Via Eritrea;1511071;5039376;8;76;QUARTO OGGIARO - VIALBA - MUSOCCO;45.50697849;9.1417135;(45.50697849, 9.1417135)
151469954;AREA TURRI s.a.s.;Via TOFFETTI, 19;1518329;5031639;4;35;LODI - CORVETTO;45.43718297;9.23433415;(45.43718297, 9.23433415)
151469995;Bonifica area Faravelli;Largo Domodossola , 1;1511941;5036635;8;67;PORTELLO;45.48228986;9.15279152;(45.48228986, 9.15279152)
151469837;Bonifica Area di Proprietà Lakes Park Srl;Via delle Forze Armate, 310/5;1507919;5034125;7;56;FORZE ARMATE;45.45975755;9.10128656;(45.45975755, 9.10128656)
151469864;Area dismessa di Proprietà Junionfin Spa;Via Ortles, 31;1516191;5031857;5;36;SCALO ROMANA;45.43920232;9.20700703;(45.43920232, 9.20700703)
151469853;P.V. IP n. 43320;Via Segantini angolo Via Gola;1513582;5032881;6;44;PORTA TICINESE - CONCHETTA;45.44846846;9.17368281;(45.44846846, 9.17368281)
151469758;Bonifica area di proprietà SOFIBI srl (foglio 227 mappale 201);Viale Lunigiana, 39;1515819;5037726;2;12;MACIACHINI - MAGGIOLINA;45.49203831;9.20244165;(45.49203831, 9.20244165)
151460013;PPG (ex IVI);Via La Masa, 19/20;1512321;5038592;9;77;BOVISA;45.4998977;9.15770131;(45.4998977, 9.15770131)
151469681;Area PV Agip n. 57464;Via Salomone, 61;1518883;5033137;4;30;TALIEDO - MORSENCHIO - Q.RE FORLANINI;45.45064974;9.24146913;(45.45064974, 9.24146913)
151470004;Bonifica rimozione serbatoio per gasolio da riscaldamento presso Area Consorzio Scuola Libera;Via Inganni, 12;1510046;5032694;6;49;GIAMBELLINO;45.4468465;9.1284634;(45.4468465, 9.1284634)
1514610147;Area Torre B Unicredit;Piazza Gae Aulenti, 1;1514981;5036767;9;9;PORTA GARIBALDI - PORTA NUOVA;45.48341825;9.19168088;(45.48341825, 9.19168088)
151469127;P.V. ESSO Italiana n. 575;Via Mecenate, 95;1519628;5033148;4;30;TALIEDO - MORSENCHIO - Q.RE FORLANINI;45.45073542;9.25099704;(45.45073542, 9.25099704)
1514610358;Bonifica Area di proprietà della soc. CA. Lupo srl (foglio 392 mappale 322);Corso porta vittoria, 51;1516087;5034379;1;4;GUASTALLA;45.46190103;9.20575598;(45.46190103, 9.20575598)
151469109;DITTA VALERIO GOVERNI;Via Grado, 5/A;1517186;5038574;2;19;PADOVA - TURRO - CRESCENZAGO;45.49963263;9.21996534;(45.49963263, 9.21996534)
151469472;Area ex SIG (Società Italiana Gomme) di prop. Finedile Srl;Via Broggini, 10;1507350;5034467;7;55;BAGGIO - Q.RE DEGLI OLMI - Q.RE VALSESIA;45.46284464;9.09401778;(45.46284464, 9.09401778)
1514610405;BONIFICA AREA VIA MURATORI;Via Muratori, 50;1516577;5033041;4;27;PTA ROMANA;45.44984887;9.21198495;(45.44984887, 9.21198495)
151469126;PV TOTALFINAELF;Via Bacchiglione, 21;1517299;5032234;4;35;LODI - CORVETTO;45.44256275;9.22119051;(45.44256275, 9.22119051)
151469311;Area ex Ing. S. Pancolini Srl - di proprietà della Soc. Siati Srl;Via Bono Cairoli, 28;1517706;5038611;2;19;PADOVA - TURRO - CRESCENZAGO;45.49995558;9.22661829;(45.49995558, 9.22661829)
151469855;AREAEX AZIENDA VELUX PULITOR - proprietà Immobiliare Conchetta;Via Pichi, 15;1513800;5032537;6;44;PORTA TICINESE - CONCHETTA;45.44537503;9.1764555;(45.44537503, 9.1764555)
1514610053;Bonifica area di Via Trebbia;Via Trebbia, 3;1515707;5032760;5;27;PTA ROMANA;45.44733569;9.20085021;(45.44733569, 9.20085021)
1514610422;Area di Via Manzano 4;Via Manzano, 4;1510120;5032623;6;49;GIAMBELLINO;45.4462081;9.12940327;(45.4462081, 9.12940327)
1514610018;AREA VIA VARESINA 83;Via VARESINA, 83;1511152;5038550;8;71;VILLAPIZZONE - CAGNOLA - BOLDINASCO;45.49954419;9.1427313;(45.49954419, 9.1427313)
150020020;Bonifica area Immobiliare Masina;Via Masina, 5;1513585;5038432;9;79;DERGANO;45.49843981;9.17387036;(45.49843981, 9.17387036)
151469616;Bonifica area P.V. Tamoil Italia n. 8482;Piazzale Farina, 15;1515607;5038388;2;12;MACIACHINI - MAGGIOLINA;45.49799882;9.19975297;(45.49799882, 9.19975297)
151469323;Condominio;Via Ottoboni, 16;1510669;5036083;7;60;STADIO - IPPODROMI;45.47733975;9.13650087;(45.47733975, 9.13650087)
151469491;Area ex complesso artigianale/industriale (proprietà della Lutifin srl);Via Basilea;1508956;5033717;7;56;FORZE ARMATE;45.45607069;9.11453573;(45.45607069, 9.11453573)
151469633;Ex area industriale di proprietà Malco srl;Via Cassala, 53/55;1512963;5032403;6;44;PORTA TICINESE - CONCHETTA;45.44417822;9.16575293;(45.44417822, 9.16575293)
151460148;Ex Officina Umberto Girola U.G.M.;Via Palizzi, 119;1510543;5039406;8;76;QUARTO OGGIARO - VIALBA - MUSOCCO;45.50725985;9.13496292;(45.50725985, 9.13496292)
151469557;Serbatoio interrato in disuso presso Supermercato GS;Via Farini, 60;1514467;5037752;9;11;ISOLA;45.49229843;9.18513613;(45.49229843, 9.18513613)
151469196;PV Agip n. 2523;Via Fantoli, 18;1519914;5033340;4;30;TALIEDO - MORSENCHIO - Q.RE FORLANINI;45.45245316;9.25467098;(45.45245316, 9.25467098)
151460042;Area dismessa Tintoria A. Clerici;Via Sismondi, 24/26;1517873;5034672;4;25;CORSICA;45.46449723;9.22861735;(45.46449723, 9.22861735)
1514610034;Bonfica Area tra Via Don Bosco - foglio 557, mappale 172 e 161;Via Don Bosco , 35;1516810;5032218;4;35;LODI - CORVETTO;45.44243903;9.21493955;(45.44243903, 9.21493955)
151469397;PV TotalFina - Monitoraggio post bonifica;Via Bacchiglione, 21;1517299;5032234;4;35;LODI - CORVETTO;45.44256275;9.22119051;(45.44256275, 9.22119051)
1514610357;Bonifica area di via Vasari;Via Vasari, 3;1516077;5033249;4;27;PTA ROMANA;45.45173502;9.20560196;(45.45173502, 9.20560196)
1514610167;Bonifica area Via Piranesi;Via Piranesi, 18;1517843;5034121;4;29;ORTOMERCATO;45.45953474;9.22820807;(45.45953474, 9.22820807)
151469573;PII Garibaldi Repubblica - MM5 (Prog. 833,50 - Prog. 932,76)- Tratta Garibaldi FS ISOLA -;N/D;1514872;5036732;9;9;PORTA GARIBALDI - PORTA NUOVA;45.48311018;9.19029726;(45.48311018, 9.19029726)
151469917;Bonifica sito EXPO 2015 - Areale 7-;N/D;1508267;5040866;8;73;CASCINA MERLATA;45.52042811;9.10585105;(45.52042811, 9.10585105)
151469802;Bonifica area P.V. Tamoil n. 6108;Via Buccinasco;1509810;5031097;6;86;PARCO DEI NAVIGLI;45.43248084;9.12541512;(45.43248084, 9.12541512)
1514610284;BONIFICA AREA IMMOBILIARE DOMINA S.R.L.;Via Giacomo Watt, 6;1512056;5032382;6;45;MONCUCCO - SAN CRISTOFORO;45.44400983;9.15415888;(45.44400983, 9.15415888)
151460139;Area ex Riva Calzoni;Via Stendhal, 31/35;1512432;5033321;6;50;PORTA GENOVA;45.45245783;9.15898751;(45.45245783, 9.15898751)
151469470;Area di prop. della Soc. One Shot Srl;Via Giambellino, 98;1511079;5032808;6;49;GIAMBELLINO;45.44786322;9.14166506;(45.44786322, 9.14166506)
151469344;Area ExAMSA Spa - Stralcio San Raffaele;Via Olgettina, 25;1521205;5039256;;;;45.50566226;9.27143401;(45.50566226, 9.27143401)
151469987;P.V. Agip n. 2527 Muggiano Est;Tangenziale A50 Tangenziale Ovest -  località Muggiano, direzione nord;1505881;5032480;7;87;ASSIANO;45.44497415;9.07520094;(45.44497415, 9.07520094)
1514610011;sito Prelios sgr sap;Via Medici del Vascello, 40;1518687;5031814;4;33;ROGOREDO - SANTA GIULIA;45.4387531;9.23891856;(45.4387531, 9.23891856)
151469481;Metrotranvia Testi-Bicocca-Precotto- Realizzazione tratta Mattei/Anassagora;Via Tramelloni ang. Via Anassagora;1518044;5040525;2;16;GORLA - PRECOTTO;45.51717422;9.23102371;(45.51717422, 9.23102371)
151469606;"Bonifica area ex Varesine - rilevamento ""hot spot""";N/D;1515968;5039408;9;13;GRECO - SEGNANO;45.50716752;9.20439885;(45.50716752, 9.20439885)
151460003;Area ex OSRAM;Via Savona, 105;1511786;5032833;6;49;GIAMBELLINO;45.44807135;9.15071663;(45.44807135, 9.15071663)
1514610014;CONDOMINIO PROCACCINI CENTER;Via MESSINA, 38;1513610;5036921;8;69;SARPI;45.4848323;9.17414957;(45.4848323, 9.17414957)
151469205;Area condomini via Teramo;Via Teramo, 26, 28 e 30 e Via Campari, 3 e 5;1511529;5031362;6;46;BARONA;45.43483521;9.14739148;(45.43483521, 9.14739148)
151469925;Area ex Sede Monte Titoli Spa;Via Andrea Mantegna, 6;1513235;5036686;8;69;SARPI;45.48272357;9.16934542;(45.48272357, 9.16934542)
151469158;Area Cascina dei Prati;Via Cascina de Prati;1512044;5040026;9;81;BOVISASCA;45.51281621;9.15418949;(45.51281621, 9.15418949)
151469131;PV AGIP PETROLI Spa;Via Traiano, 33;1511818;5037036;8;67;PORTELLO;45.48590081;9.15121798;(45.48590081, 9.15121798)
1514610229;BONIFICA AREA VIA OZIERI;Via Ozieri, 4;1517367;5034678;4;26;XXII MARZO;45.46456668;9.22213829;(45.46456668, 9.22213829)
151469988;Area di proprietà privata;Via Cesare Balbo, 9;1515250;5032913;5;5;PORTA VIGENTINA - PORTA LODOVICA;45.44872781;9.19501166;(45.44872781, 9.19501166)
151469026;Area Pirelli Bicocca - Metrotramvia (parcheggio P7-P8);N/D;1516618;5040135;9;15;BICOCCA;45.51370265;9.21274732;(45.51370265, 9.21274732)
151469767;Bonifica area di proprietà M&G 1952 S.p.a;Via Pezzotti, 6;1514295;5032200;5;43;TIBALDI;45.44233159;9.18277974;(45.44233159, 9.18277974)
